page_link,guide_format,doc_links,page_is_software_guide,page_contains_software_guide,software_name,guide_topic,canton,software_name_chatGPT,software_name_explanation,page_content
https://www.police.be.ch/de/start/themen/warnungen/coronavirus.html,,,No,No,,,bern,,,Information about coronavirus warnings and measures.
https://www.police.be.ch/de/start/themen/vergehen---verbrechen/gewalt/haeusliche-gewalt.html,,,No,No,,,bern,,,Provides information on domestic violence and how to seek help.
https://www.police.be.ch/de/start/karriere/polizeiausbildung/bewerbung-vorbereiten.html,,,No,No,,,bern,,,Information on preparing for a career in the police force.
https://www.police.be.ch/de/start/karriere/polizeiausbildung/bewerbung-einreichen.html,,,No,No,,,bern,,,Information on police training and application process.
https://www.police.be.ch/de/start/karriere/polizeiausbildung.html,,,No,No,,,bern,,,"Provides information on police training, career prospects, and requirements in the Canton of Bern."
https://www.police.be.ch/de/start/karriere/mitarbeitende-verkehrsdienst/bewerbung-vorbereiten.html,,,No,No,,,bern,,,Guidelines for preparing an application for a career in traffic service.
https://www.police.be.ch/de/start/karriere/mitarbeitende-verkehrsdienst/bewerbung-einreichen.html,,,No,No,,,bern,,,Page about submitting job applications to the traffic service department.
https://www.police.be.ch/de/start/karriere/mitarbeitende-verkehrsdienst.html,,,No,No,,,bern,,,Provides information on the training and career prospects for traffic service employees.
https://www.police.be.ch/de/start/karriere/lehrstellen.html,,,No,No,,,bern,,,The page provides information on apprenticeships in various fields including Informatik (Information Technology) at the Kantonspolizei Bern.
https://www.police.be.ch/de/start/karriere/botschaftssschutz/bewerbung-vorbereiten.html,,,No,No,,,bern,,,Page provides information on preparing applications for embassy protection roles.
https://www.police.be.ch/de/start/karriere/botschaftssschutz/bewerbung-einreichen.html,,,No,No,,,bern,,,The page provides a step-by-step guide for applying to the Embassy Protection Training.
https://www.police.be.ch/de/start/karriere/botschaftssschutz.html,,,No,No,,,bern,,,Discusses the training and career prospects for embassy security personnel.
https://www.police.be.ch/de/start/dienstleistungen/informationen-fuer-gemeinden--partner--bedrohungsmanagement/leitfaden-gemeinden/anmeldung-instruktionskurse.html,,,No,No,,,bern,,,The page is about registration for instructional courses offered by the police.
https://www.police.be.ch/de/start/dienstleistungen/informationen-fuer-gemeinden--partner--bedrohungsmanagement/leitfaden-gemeinden.html,,,No,No,,,bern,,,Provides guidelines for cooperation between the Canton police of Bern and municipalities.
https://www.police.be.ch/de/start.html?newsID=fec7af6d-208b-468b-b62b-d45abb8f9ca1,,,No,No,,,bern,,,Discusses traffic disruptions during the Swiss Women's Run in Bern.
https://www.police.be.ch/de/start.html?newsID=fce456c2-96ee-448f-afb7-bcab5f32dc24,,,No,No,,,bern,,,The page discusses a cycling tour event and the associated traffic disruptions in the Saanenland area.
https://www.police.be.ch/de/start.html?newsID=fb082007-3220-472c-ba68-d18bbdccc5cc,,,No,No,,,bern,,,Discusses parking and transportation arrangements for a football match between YB and FC Basel.
https://www.police.be.ch/de/start.html?newsID=fa6d5341-a238-4996-870b-ac4dd6275637,,,No,No,,,bern,,,Recommends public transport for attendees of a football match between FC Thun and FK Partizan Belgrade.
https://www.police.be.ch/de/start.html?newsID=f76fe292-3e8d-474d-8735-e022cd77d1fd,,,No,No,,,bern,,,The page discusses limited parking availability for events in the Wankdorf area of Bern.
https://www.police.be.ch/de/start.html?newsID=f733a595-def6-4c8c-8d8d-cfe62688c105,,,No,No,,,bern,,,The page reports on a fatal motorcycle accident in Bern and the subsequent police investigation.
https://www.police.be.ch/de/start.html?newsID=f6939bae-5342-4d10-b69a-70d91b61b2aa,,,No,No,,,bern,,,The page discusses traffic disruptions in the Berner Oberland region due to the Tour de Romandie cycling event.
https://www.police.be.ch/de/start.html?newsID=f47bc4a6-f141-4f24-ae0a-1a1740795064,,,No,No,,,bern,,,Police news release.
https://www.police.be.ch/de/start.html?newsID=f2fbdf78-c2c9-4a44-8f64-35eb20757107,,,No,No,,,bern,,,Recommends using public transport for attending a football match between FC Thun and BSC YB.
https://www.police.be.ch/de/start.html?newsID=f2f542f4-b3da-471d-87d1-ce94e3ad529f,,,No,No,,,bern,,,The page advises on early arrival for a football match due to expected traffic disruptions.
https://www.police.be.ch/de/start.html?newsID=f2d9a17e-c4aa-4be3-9398-a9df31b47a79,,,No,No,,,bern,,,Discusses traffic disruptions in Bern during the Fasnacht festival.
https://www.police.be.ch/de/start.html?newsID=f2a086bb-1a69-48d9-aa35-6829a0b23120,,,No,No,,,bern,,,The page provides information on traffic and transportation for the BEA 2012 event in Bern.
https://www.police.be.ch/de/start.html?newsID=efef9fa3-6b1d-47c8-ac4d-3b4b215cd3f1,,,No,No,,,bern,,,The page reports a robbery at a gas station and seeks witnesses.
https://www.police.be.ch/de/start.html?newsID=ec98b2b6-9842-4466-9741-ee52db906be4,,,No,No,,,bern,,,The page discusses increased traffic due to an Energy-Air concert in Bern.
https://www.police.be.ch/de/start.html?newsID=ec221563-d8aa-4f79-a9ae-0a2bd44bed59,,,No,No,,,bern,,,Page about a police operation against drug labs.
https://www.police.be.ch/de/start.html?newsID=ea3e196a-91fd-432e-8f77-b84193d09a35,,,No,No,,,bern,,,Recommends using public transportation for attending a football match between FC Thun and FC Basel.
https://www.police.be.ch/de/start.html?newsID=e8c80cf4-f872-4912-9c3e-cf1ef88c8138,,,No,No,,,bern,,,Discusses traffic disruptions due to the World Inline Cup in Bern.
https://www.police.be.ch/de/start.html?newsID=e87943ba-e5f7-4db8-b7aa-5469f4a6e41d,,,No,No,,,bern,,,Announces traffic disruptions due to a sports event in Langnau and surrounding areas.
https://www.police.be.ch/de/start.html?newsID=e7578334-5170-462d-9483-0f6da4d6de94,,,No,No,,,bern,,,The page provides information about transportation and parking during the Berner Zibelemärit event.
https://www.police.be.ch/de/start.html?newsID=e710ac56-8666-4f0f-90bc-ea44e4813641,,,No,No,,,bern,,,"The page discusses the fourth stage of the Tour de Suisse 2006, detailing the route and expected traffic disruptions in the Kanton Bern."
https://www.police.be.ch/de/start.html?newsID=e6aed807-6215-4d57-9575-fecbaa79b675,,,No,No,,,bern,,,The page discusses high traffic expected due to a concert in Bern.
https://www.police.be.ch/de/start.html?newsID=e3292b28-9e3f-4692-8961-de92d205150a,,,No,No,,,bern,,,The page advises on early arrival and use of public transportation for a football match at Stade de Suisse.
https://www.police.be.ch/de/start.html?newsID=e2553b9a-9e25-4c12-b996-8b35bac04a2d,,,No,No,,,bern,,,Discusses traffic disruptions due to the Tour de Suisse cycling event.
https://www.police.be.ch/de/start.html?newsID=e1dc360c-a90f-44eb-b64e-124acdbdab1c,,,No,No,,,bern,,,The page discusses traffic disruptions due to a sports event in Sumiswald and surrounding areas.
https://www.police.be.ch/de/start.html?newsID=dd675878-937e-4ba9-8de9-44fc38385dea,,,No,No,,,bern,,,"Reports the closure of a bar in Hinterkappelen due to various legal violations, including those related to food safety and environmental protection."
https://www.police.be.ch/de/start.html?newsID=dd50cd3c-3818-4a91-a475-f5258f7c3f42,,,No,No,,,bern,,,The page discusses transportation and parking arrangements for the Berner Zibelemärit event.
https://www.police.be.ch/de/start.html?newsID=dcb162f0-3eef-4ccc-9be0-4320fc75b4f1,,,No,No,,,bern,,,The page discusses traffic and parking arrangements for the Zibelemärit event in Bern.
https://www.police.be.ch/de/start.html?newsID=db9cd9f2-a77d-45a2-9e32-7bfad1f60460,,,No,No,,,bern,,,The page informs about traffic restrictions in Bern due to the 29th Swiss Women's Run.
https://www.police.be.ch/de/start.html?newsID=db66ab11-7bb7-4120-98d4-b9277707cb55,,,No,No,,,bern,,,Provides information about traffic disruptions due to the Tour de Suisse cycling event.
https://www.police.be.ch/de/start.html?newsID=da97e37f-400e-4849-987e-c65245cd3d96,,,No,No,,,bern,,,"The page discusses the 7th stage of the Tour de Suisse 2008, detailing the route and expected traffic disruptions."
https://www.police.be.ch/de/start.html?newsID=d8c61f70-5db8-463e-b079-6776c3bfecde,,,No,No,,,bern,,,The page discusses traffic restrictions in Bern due to a women's run event.
https://www.police.be.ch/de/start.html?newsID=d836a46f-2ea5-4138-8f0e-1700739ab60b,,,No,No,,,bern,,,The page informs about traffic disruptions due to a sports event in Sumiswald and surrounding areas.
https://www.police.be.ch/de/start.html?newsID=d8184ddc-5540-446c-a753-04345946f8cb,,,No,No,,,bern,,,Announces traffic disruptions due to the Radclassic Pascal Richard cycling event in the Saanen area.
https://www.police.be.ch/de/start.html?newsID=d7e62033-bf36-4da4-8342-5b59a3abed6b,,,No,No,,,bern,,,The page discusses traffic restrictions in Bern due to the 31st Swiss Women's Run.
https://www.police.be.ch/de/start.html?newsID=d7b38b5c-b824-44d3-b6f9-5ae939a8d32c,,,No,No,,,bern,,,Announces traffic disruptions due to a sports event in Sumiswald and surrounding areas.
https://www.police.be.ch/de/start.html?newsID=d74ef241-5535-4641-85f4-5958f2e5b152,,,No,No,,,bern,,,Announces traffic disruptions in Bern due to a Depeche Mode concert.
https://www.police.be.ch/de/start.html?newsID=d66871bb-ebe2-4494-93db-f9636b8d9536,,,No,No,,,bern,,,Announces traffic disruptions in Bern due to the 23rd Swiss Women's Run.
https://www.police.be.ch/de/start.html?newsID=d35b6d53-ed4b-43e1-a068-47405977d0b3,,,No,No,,,bern,,,The page provides information on traffic disruptions due to the Tour de Romandie cycling event.
https://www.police.be.ch/de/start.html?newsID=d325f13b-d238-43f6-ae2e-2e5762664639,,,No,No,,,bern,,,The page provides information about high traffic expected due to an Energy-Air concert in Bern.
https://www.police.be.ch/de/start.html?newsID=cf5c111b-354c-4619-ba5c-41c468c5bf33,,,No,No,,,bern,,,"The page discusses an upcoming football match between Berner Young Boys and FC Basel, along with travel and security recommendations."
https://www.police.be.ch/de/start.html?newsID=cbd46210-a5a0-4fb6-9477-a7465413c5ed,,,No,No,,,bern,,,The page reports a traffic accident in Rubigen where a driver knocked down two lampposts.
https://www.police.be.ch/de/start.html?newsID=c6171758-608c-4f3e-a875-e45f88718cf0,,,No,No,,,bern,,,Announces traffic disruptions in the Wankdorf area due to an Elton John concert.
https://www.police.be.ch/de/start.html?newsID=c5a18c74-e08e-4239-b3fc-eb1e448a3410,,,No,No,,,bern,,,Discusses traffic disruptions in Lyss due to an event by the Fédération Motocycliste Suisse.
https://www.police.be.ch/de/start.html?newsID=c2a280c7-29db-4651-840f-a864e2e0788d,,,No,No,,,bern,,,"Provides information on attending the BEA/Pferd fair in Bern, emphasizing the use of public transport."
https://www.police.be.ch/de/start.html?newsID=c18c5742-1392-4c2b-8688-4c3659f0b210,,,No,No,,,bern,,,The page discusses traffic disruptions in Langnau i. E. and surrounding areas due to a sports event.
https://www.police.be.ch/de/start.html?newsID=bdcef14a-e259-4d85-9331-d2595b09936e,,,No,No,,,bern,,,Discusses the Energy-Air-Concert in Bern and advises attendees to use public transport due to expected high traffic.
https://www.police.be.ch/de/start.html?newsID=bd5c53f5-730c-49ec-9675-c6e13c46e485,,,No,No,,,bern,,,Discusses traffic disruptions due to the Bernisch-Kantonale Jodlerfest in Schwarzenburg.
https://www.police.be.ch/de/start.html?newsID=ba90fb72-cfca-4c92-a99e-24793a70c8fa,,,No,No,,,bern,,,The page discusses a large-scale emergency exercise in the Schanzentunnel in Bern and the expected traffic disruptions.
https://www.police.be.ch/de/start.html?newsID=ba5b534a-02c7-4400-8a99-141f62bca486,,,No,No,,,bern,,,The page details the Tour de Suisse 2008 cycling event and its impact on traffic.
https://www.police.be.ch/de/start.html?newsID=b7ff3cc8-190d-421e-aac4-8eb96f2a9658,,,No,No,,,bern,,,The page discusses a reconstruction in the case of Peter Hans Kneubühl.
https://www.police.be.ch/de/start.html?newsID=b6831718-8157-48fe-9377-7f9fb72410c2,,,No,No,,,bern,,,The page discusses the Tour de Romandie 2012 cycling event and its impact on traffic in the Bern region.
https://www.police.be.ch/de/start.html?newsID=b38bfecd-604a-4692-a4cd-dbf62d4009fb,,,No,No,,,bern,,,The page discusses an upcoming football match and advises attendees to use public transport due to limited parking and potential traffic delays.
https://www.police.be.ch/de/start.html?newsID=b37d5a77-1995-415a-9d8f-2346e9f1ab2e,,,No,No,,,bern,,,"The page informs about expected high traffic due to concerts in Stade de Suisse, Bern, and recommends using public transport."
https://www.police.be.ch/de/start.html?newsID=b307ad95-e41b-4c11-8670-e04dbdf1b289,,,No,No,,,bern,,,"The page discusses the 3rd and 4th stages of the Tour de Suisse 2010, including traffic disruptions and safety guidelines."
https://www.police.be.ch/de/start.html?newsID=b0d0886a-2819-43c8-9e98-e4e8a96c4c73,,,No,No,,,bern,,,The page discusses an incident involving the arrest of two suspects by the Kantonspolizei Bern.
https://www.police.be.ch/de/start.html?newsID=b00f0970-50e0-41fc-988e-b3d22fd5b484,,,No,No,,,bern,,,Discusses road closures and restrictions in Bern due to a state visit.
https://www.police.be.ch/de/start.html?newsID=ae997ff1-af8e-4005-8a48-ec3cb9afcfed,,,No,No,,,bern,,,Discusses the enforcement of event and demonstration bans by the Cantonal Police of Bern.
https://www.police.be.ch/de/start.html?newsID=ad8b3b36-1a6a-4f48-a6aa-67b4b0027508,,,No,No,,,bern,,,The page provides information about traffic disruptions due to the 30th Berner Fasnacht festival.
https://www.police.be.ch/de/start.html?newsID=ad7d5f6a-1253-4084-9eea-3109e3a7de34,,,No,No,,,bern,,,The page informs about traffic disruptions due to a football match and the end of the BEA event in Bern.
https://www.police.be.ch/de/start.html?newsID=a8bc5a77-b9d6-40e5-b880-89ffb5420c55,,,No,No,,,bern,,,Discusses high traffic due to events in the Wankdorf area.
https://www.police.be.ch/de/start.html?newsID=a76e6276-c334-44d3-8172-7cf6e455082c,,,No,No,,,bern,,,Discusses traffic restrictions in Bern due to the 36th Swiss Women's Run.
https://www.police.be.ch/de/start.html?newsID=a6a6b48a-ec25-4520-9174-13d5a8401803,,,No,No,,,bern,,,The page informs about traffic disruptions in the Canton of Bern due to the 84th Tour de Suisse cycling event.
https://www.police.be.ch/de/start.html?newsID=a6919502-8fb4-4ac4-953c-e3efee47d481,,,No,No,,,bern,,,The page discusses traffic disruptions in Langnau i. E. and surrounding areas due to a sports event.
https://www.police.be.ch/de/start.html?newsID=a37ffcd3-f35d-4470-84b3-53617a8ab385,,,No,No,,,bern,,,Discusses the Gruyère Cycling Tour and its impact on traffic in the Saanenland area.
https://www.police.be.ch/de/start.html?newsID=a3628186-c313-4e3a-9d38-6d822dbcf340,,,No,No,,,bern,,,The page reports a car collision in Krauchthal that resulted in one person being injured and traffic disruptions.
https://www.police.be.ch/de/start.html?newsID=a34ff65b-c99f-4c0a-ad6b-123a4dd0e19d,,,No,No,,,bern,,,Announces traffic restrictions in the Bern region due to a women's cycling race.
https://www.police.be.ch/de/start.html?newsID=a1e8f4ed-a9dd-48f3-a7f5-f98e7535cb92,,,No,No,,,bern,,,Reports on two men who were apprehended after fleeing a police check.
https://www.police.be.ch/de/start.html?newsID=9a69ac4f-4fc9-42de-a12f-93e7c5026740,,,No,No,,,bern,,,The page discusses an upcoming cycling event in Bern-West and the expected traffic disruptions.
https://www.police.be.ch/de/start.html?newsID=99a86311-2502-460d-acea-54588363629d,,,No,No,,,bern,,,The page discusses traffic disruptions due to a sports event in the Langnau i.E. area.
https://www.police.be.ch/de/start.html?newsID=986298c1-ca61-42f3-9d37-4a6369934096,,,No,No,,,bern,,,Recommends early arrival via public transport for a football match between FC Thun and FC Basel due to limited parking.
https://www.police.be.ch/de/start.html?newsID=97759ffd-5a98-4188-9e8c-feecfb7c8113,,,No,No,,,bern,,,The page discusses transportation and parking arrangements for the Berner Zibelemärit event.
https://www.police.be.ch/de/start.html?newsID=96ffdfe3-ec6a-44fd-80bd-664fa96d3d34,,,No,No,,,bern,,,Discusses high traffic due to events and recommends using public transportation.
https://www.police.be.ch/de/start.html?newsID=9567df51-55d5-4e97-89bf-ac1c226c0cdf,,,No,No,,,bern,,,The page discusses traffic restrictions in Bern due to the 32nd Swiss Women's Run.
https://www.police.be.ch/de/start.html?newsID=955256fd-19b5-46fb-bfe9-ffb2c1a30766,,,No,No,,,bern,,,The page discusses expected traffic due to upcoming Rammstein concerts in Bern.
https://www.police.be.ch/de/start.html?newsID=94d62090-a149-4f66-81db-dcf880ae0d61,,,No,No,,,bern,,,Discusses travel recommendations for a football match at Stockhorn Arena in Thun.
https://www.police.be.ch/de/start.html?newsID=94d3403f-e94d-472d-b190-1dcfd24e5485,,,No,No,,,bern,,,"Discusses expected high traffic due to a concert in Stade de Suisse, Bern."
https://www.police.be.ch/de/start.html?newsID=94cfe564-629a-4b00-b79c-53d62f566140,,,No,No,,,bern,,,The page provides traffic information related to a football match.
https://www.police.be.ch/de/start.html?newsID=91a922c8-8a9b-43f9-a768-7ff7fc10958f,,,No,No,,,bern,,,The page informs about expected traffic disruptions in the Wankdorf area of Bern due to an Andreas Gabalier concert.
https://www.police.be.ch/de/start.html?newsID=90a75bbd-bc1f-49a6-a4a1-5300b47be720,,,No,No,,,bern,,,Discusses a cycling tour event and associated traffic disruptions.
https://www.police.be.ch/de/start.html?newsID=8f8b48d3-5496-4362-9415-00858a653e2e,,,No,No,,,bern,,,Discusses traffic conditions during an AC/DC concert and recommends the use of public transport.
https://www.police.be.ch/de/start.html?newsID=8f50d05b-8d67-404d-b8d5-0af8df72530b,,,No,No,,,bern,,,"Discusses transportation and parking during the Zibelemärit event in Bern, similar to the previous link but dated 2010."
https://www.police.be.ch/de/start.html?newsID=8d75ee2e-182c-45a7-a333-eb2919dbad3f,,,No,No,,,bern,,,Announces high traffic in Bern due to a Céline Dion concert.
https://www.police.be.ch/de/start.html?newsID=8b860194-579f-413f-80a3-84a9a870a79a,,,No,No,,,bern,,,The page reports an incident where a police officer was attacked with an axe.
https://www.police.be.ch/de/start.html?newsID=8ae53887-e575-4e89-b228-e31c04a32634,,,No,No,,,bern,,,The page advises on transportation and parking for the Berner Zibelemärit event in 2017.
https://www.police.be.ch/de/start.html?newsID=8acf1cbf-6d52-4bbd-9db5-e0f44436ca27,,,No,No,,,bern,,,The page discusses transportation and traffic regulations for the Berner Zibelemärit event.
https://www.police.be.ch/de/start.html?newsID=897d2bf6-05b6-4914-b9af-634500dc1d4d,,,No,No,,,bern,,,"The page discusses traffic disruptions in the city of Bern due to a traditional event, Fasnacht."
https://www.police.be.ch/de/start.html?newsID=88c824c2-87ad-438b-bedb-fc2abc1d2321,,,No,No,,,bern,,,"The page discusses the 5th stage of the Tour de Suisse 2010, providing information on traffic disruptions and safety guidelines."
https://www.police.be.ch/de/start.html?newsID=87eb3310-2b26-4738-bc48-b774043d0821,,,No,No,,,bern,,,The page discusses traffic restrictions in Bern due to the New Year's reception of the Federal President.
https://www.police.be.ch/de/start.html?newsID=85fbbff4-b629-4e67-a19a-d2575ffe61e8,,,No,No,,,bern,,,The page provides information about an upcoming football match in Thun and advises attendees to use public transportation.
https://www.police.be.ch/de/start.html?newsID=8260c351-e399-4ad4-99d9-a0f4dff2bb54,,,No,No,,,bern,,,The page provides information on high traffic expected due to a Rammstein concert in Bern and recommends using public transportation.
https://www.police.be.ch/de/start.html?newsID=81e24a91-4bd6-4391-a552-cac336a0ef14,,,No,No,,,bern,,,The page advises using public transportation for an upcoming football match due to limited parking.
https://www.police.be.ch/de/start.html?newsID=7fc66fc6-7170-4a82-b2c7-39ddd911fdb9,,,No,No,,,bern,,,The page discusses travel recommendations for a football match between FC Thun and FC Luzern.
https://www.police.be.ch/de/start.html?newsID=7d4dce30-554c-4f95-9510-328ad956068e,,,No,No,,,bern,,,The page discusses an upcoming cycling event and the expected traffic disruptions.
https://www.police.be.ch/de/start.html?newsID=7be18c75-82e6-4493-b586-02b40b553f00,,,No,No,,,bern,,,The page advises on using public transport for attending events in Bern due to limited parking.
https://www.police.be.ch/de/start.html?newsID=79b4662c-c552-4c14-b3a9-07d5e154c0a8,,,No,No,,,bern,,,The page provides information about an upcoming Muse concert in Bern and advises attendees to account for increased traffic and limited parking.
https://www.police.be.ch/de/start.html?newsID=79127676-00d9-43fa-9917-bc5bb3bd45a7,,,No,No,,,bern,,,"The page discusses a football match between BSC Young Boys and FC Basel, and recommends early arrival using public transport."
https://www.police.be.ch/de/start.html?newsID=78e5cef4-78a3-4191-a823-150e440b9feb,,,No,No,,,bern,,,Discusses traffic disruptions due to the Tour de Suisse cycling event.
https://www.police.be.ch/de/start.html?newsID=789c33d4-0890-4836-bb44-0ea70d21e7fc,,,No,No,,,bern,,,The page discusses the final stage of the Tour de Suisse cycling event and its impact on traffic in the Canton of Bern.
https://www.police.be.ch/de/start.html?newsID=7797997b-206b-4f27-920b-8a792badffc3,,,No,No,,,bern,,,Discusses traffic restrictions due to a women's cycling race in the Bern region.
https://www.police.be.ch/de/start.html?newsID=770a6266-6e45-4795-aa92-3835ff8fcdfe,,,No,No,,,bern,,,Discusses traffic restrictions due to the 85th Tour de Suisse cycling event.
https://www.police.be.ch/de/start.html?newsID=754cf7ff-d368-4894-9cbc-f95774ccba8f,,,No,No,,,bern,,,The page discusses traffic disruptions in the city of Bern due to an event celebrating Israel's Independence Day.
https://www.police.be.ch/de/start.html?newsID=751b2660-e5a7-410b-9aac-43495bb5f2c8,,,No,No,,,bern,,,Discusses traffic considerations for upcoming events in Biel and recommends using public transport.
https://www.police.be.ch/de/start.html?newsID=72425d23-3f46-48f0-91a3-9f29e3b3d8da,,,No,No,,,bern,,,"Provides information on traffic disruptions due to the Tour de Suisse cycling event in the canton of Bern, Switzerland."
https://www.police.be.ch/de/start.html?newsID=722672c2-e992-4c20-aec0-9f1c0ab17500,,,No,No,,,bern,,,"The page provides information about the 7th and 8th stages of the Tour de Suisse 2007, including road closures and traffic advisories."
https://www.police.be.ch/de/start.html?newsID=71b15d9d-f4c1-4418-a267-1c332aefadfa,,,No,No,,,bern,,,The page discusses a police operation following property damage in Biel.
https://www.police.be.ch/de/start.html?newsID=7199fd2d-d2c2-459a-b647-2e8ff45b012b,,,No,No,,,bern,,,Reports an incident where a young driver collided with a police car.
https://www.police.be.ch/de/start.html?newsID=70f03c02-32fe-404e-ab64-ed3c898dca77,,,No,No,,,bern,,,The page reports on 239 people being controlled by the police following an unauthorized demonstration that resulted in property damage.
https://www.police.be.ch/de/start.html?newsID=6e346436-9a58-4959-b38f-5abe13652b60,,,No,No,,,bern,,,Announces traffic restrictions in Bern due to a New Year's reception event.
https://www.police.be.ch/de/start.html?newsID=6c9d1060-9747-4f8c-811c-1610989306dc,,,No,No,,,bern,,,The page discusses a cycling tour event and associated traffic disruptions.
https://www.police.be.ch/de/start.html?newsID=6a039a9a-c74d-4531-80c3-a0d5a6cc7877,,,No,No,,,bern,,,The page discusses traffic disruptions due to the Tour de Suisse cycling event.
https://www.police.be.ch/de/start.html?newsID=695f689a-7713-4c31-a490-4b9858d0dd02,,,No,No,,,bern,,,The page discusses high traffic expected due to a One Direction concert in Bern.
https://www.police.be.ch/de/start.html?newsID=68eaf20c-400c-4cee-9b56-2115fb194824,,,No,No,,,bern,,,Advises early arrival via public transport for a football match at Stockhorn Arena in Thun.
https://www.police.be.ch/de/start.html?newsID=67721a1b-f3bc-4465-a90a-be676c4eb876,,,No,No,,,bern,,,"The page provides information about the 7th stage of the Tour de Suisse 2009, including traffic disruptions and safety guidelines."
https://www.police.be.ch/de/start.html?newsID=6766fdca-d386-4b92-86ee-f5969952bc92,,,No,No,,,bern,,,The page reports an incident where a car hit two men who were directing traffic at a construction site.
https://www.police.be.ch/de/start.html?newsID=66f14d50-575f-43bf-8119-baa35ca64026,,,No,No,,,bern,,,"The page provides information on traffic disruptions in Bern due to the 26th Swiss Women's Run, advising attendees to use public transportation."
https://www.police.be.ch/de/start.html?newsID=66c0d666-75a3-4442-b1b2-22a77d573bbc,,,No,No,,,bern,,,Discusses high traffic expected in Bern due to a Justin Bieber concert and recommends using public transportation.
https://www.police.be.ch/de/start.html?newsID=6637bdff-c8d0-432e-80ea-54805932a78d,,,No,No,,,bern,,,The page discusses traffic conditions during a concert in Bern and recommends using public transportation.
https://www.police.be.ch/de/start.html?newsID=650fd935-a20b-46d5-adc4-0a1ceb8e823a,,,No,No,,,bern,,,The page discusses traffic and parking restrictions in Bern during the Zibelemärit event and recommends using public transportation.
https://www.police.be.ch/de/start.html?newsID=63b2d4e7-93ac-4c7f-84d9-56d897c51f1f,,,No,No,,,bern,,,The page discusses traffic disruptions due to a sports event in Sumiswald and its surroundings.
https://www.police.be.ch/de/start.html?newsID=62ec9353-8e94-4dfe-9ee3-f2b1a4e8d812,,,No,No,,,bern,,,Discusses traffic and parking recommendations for a football match at Stade de Suisse.
https://www.police.be.ch/de/start.html?newsID=62b71c21-0f9e-4a11-8dbd-a589a212f037,,,No,No,,,bern,,,Advises attendees of the Berner Zibelemärit to use public transport due to traffic and parking restrictions.
https://www.police.be.ch/de/start.html?newsID=61d49690-19be-436f-8500-5d7e6bafaad9,,,No,No,,,bern,,,"Reports on unrest during demonstrations in Bern, leading to injuries and ongoing police intervention."
https://www.police.be.ch/de/start.html?newsID=60e7ee06-653b-42b3-95d0-3885114935a6,,,No,No,,,bern,,,The page discusses traffic conditions in Bern during concerts and recommends the use of public transportation.
https://www.police.be.ch/de/start.html?newsID=6079069a-0693-438c-a168-fff4823fa5f2,,,No,No,,,bern,,,Discusses high traffic volume expected during an AC/DC concert and recommends the use of public transport.
https://www.police.be.ch/de/start.html?newsID=5eca9bd5-2e09-4001-a4e3-3af920eb6944,,,No,No,,,bern,,,The page discusses early arrival recommendations for a football match at Stade de Suisse.
https://www.police.be.ch/de/start.html?newsID=5e8f05d4-c5b1-4dd1-99b0-37d5c1d0dc92,,,No,No,,,bern,,,The page contains a news article about a police operation.
https://www.police.be.ch/de/start.html?newsID=5d7f425f-4781-407e-8385-73859441bbca,,,No,No,,,bern,,,The page discusses travel recommendations for a football match between FC Thun and FC Basel.
https://www.police.be.ch/de/start.html?newsID=5d754d4e-123f-45d5-89f4-9accd21a037b,,,No,No,,,bern,,,Announces traffic restrictions in Bern due to the 30th Swiss Women's Run.
https://www.police.be.ch/de/start.html?newsID=5d09bd73-087b-499b-b2cd-9ac056b5ad02,,,No,No,,,bern,,,The page informs about traffic disruptions due to a sports event in Langnau i. E. and surrounding areas.
https://www.police.be.ch/de/start.html?newsID=5cdcb51e-1700-4b72-897b-bf86e5d0b9a4,,,No,No,,,bern,,,Discusses traffic restrictions due to the BernPride event.
https://www.police.be.ch/de/start.html?newsID=5a273c7f-9c03-47f1-8a75-6df774f25762,,,No,No,,,bern,,,The page advises visitors to use public transportation for an upcoming football match between FC Köniz and FC Zürich due to limited parking.
https://www.police.be.ch/de/start.html?newsID=5a11b6bf-b067-4437-9a7a-d5faebad2649,,,No,No,,,bern,,,Announces traffic restrictions in Bern due to the 37th Swiss Women's Run.
https://www.police.be.ch/de/start.html?newsID=58ff1c01-967d-4ac6-9433-8f621d00a33d,,,No,No,,,bern,,,Recommends early arrival for a football match between FC Thun and AC Sparta Prag.
https://www.police.be.ch/de/start.html?newsID=577f3eff-37d1-4d81-8f82-054650a53c08,,,No,No,,,bern,,,Discusses the police action to clear an occupied area in Bern.
https://www.police.be.ch/de/start.html?newsID=5723d0ff-43d9-4417-8685-c9a5e46e55b1,,,No,No,,,bern,,,The page provides information on traffic disruptions due to the 22nd Swiss Women's Run in the city of Bern.
https://www.police.be.ch/de/start.html?newsID=57191b7f-f084-455a-a79b-ebc3def873f1,,,No,No,,,bern,,,"The page discusses travel recommendations for the Zibelemärit event in Bern, focusing on public transportation."
https://www.police.be.ch/de/start.html?newsID=56d0134c-9590-40bb-901a-465dccf9138e,,,No,No,,,bern,,,The page discusses driving technique courses conducted by the Kantonspolizei Bern at the St. Stephan airfield.
https://www.police.be.ch/de/start.html?newsID=55daff2f-7c3a-4d08-8fa2-8399d0e2f7c9,,,No,No,,,bern,,,Discusses traffic arrangements for the Tour de Suisse cycling event in Bern.
