page_link,canton,page_content,software_name,page_is_about_software,page_is_software_guide,page_contains_software_guide,guide_format,guide_topic
https://www.gr.ch/DE/institutionen/parlament/PV/Seiten/20201209FraktiosnanfrageBDP01.aspx,graubunden,"Discusses the implementation of recommendations from a parliamentary investigation, focusing on administrative actions, leadership, and legal frameworks.",,No,No,No,,
https://www.gr.ch/DE/institutionen/parlament/PV/Seiten/20200828Cahenzli-Philipp01.aspx,graubunden,Discusses poverty in Graubünden and mentions the introduction of new case management software.,,Yes (Fallführungssoftware),No,No,,
https://www.gr.ch/DE/institutionen/parlament/PV/Seiten/20200619Preisig20.aspx,graubunden,The page discusses the implementation and potential violations of the Second Home Law in the Canton of Graubünden.,,No,No,No,,
https://www.gr.ch/DE/institutionen/parlament/PV/Seiten/20200212SVP(Gort)07.aspx,graubunden,Discusses a parliamentary motion concerning procurement rules and local advantages in Switzerland.,,No,No,No,,
https://www.gr.ch/DE/institutionen/parlament/PV/Seiten/20200211Niggli(Samedan)05.aspx,graubunden,The page discusses the potential for connecting the Engadin Airport to the World Economic Forum in Davos.,,No,No,No,,
https://www.gr.ch/DE/institutionen/parlament/PV/Seiten/20191022Hug02.aspx,graubunden,Page about a parliamentary session in Graubünden.,,No,No,No,,
https://www.gr.ch/DE/institutionen/parlament/PV/Seiten/20190613Kappeler11.aspx,graubunden,Parliamentary page discussing a motion.,,No,No,No,,
https://www.gr.ch/DE/institutionen/parlament/PV/Seiten/20190212SVP(Weber)01.aspx,graubunden,Discusses a parliamentary inquiry regarding potential damages from bidding agreements.,,No,No,No,,
https://www.gr.ch/DE/institutionen/parlament/PV/Seiten/20181023BDP(Widmer)01.aspx,graubunden,Discusses the introduction of E-Voting in Kanton Graubünden and its impact on the electoral process.,,Yes,No,No,,
https://www.gr.ch/DE/institutionen/parlament/PV/Seiten/20170901Caduff10.aspx,graubunden,Discusses the need for reducing administrative burden on companies through digitalization.,,No,No,No,,
https://www.gr.ch/DE/institutionen/parlament/PV/Seiten/20170831Pult02.aspx,graubunden,Discusses the need for gender-neutral language in tax forms.,,No,No,No,,
https://www.gr.ch/DE/institutionen/parlament/PV/Seiten/20170419Lorez-Meuli10.aspx,graubunden,The page discusses the issue of accessible housing construction in the Kanton Graubünden and poses questions to the government regarding the adequacy of existing laws.,,No,No,No,,
https://www.gr.ch/DE/institutionen/parlament/PV/Seiten/20161207Schneider10.aspx,graubunden,"The page details a proposal regarding the automatic conversion of provisional driving licenses to unlimited driving licenses in the Canton of Graubünden. It includes information about the existing process and a proposed software solution (cari and SARI) to automate the conversion, which was expected to be implemented in 2017.",,Yes,No,No,,
https://www.gr.ch/DE/institutionen/parlament/PV/Seiten/20161019Thoeny09.aspx,graubunden,The page discusses an inquiry regarding vehicle procurement with diesel engines in the context of air quality.,,No,No,No,,
https://www.gr.ch/DE/institutionen/parlament/PV/Seiten/20160615Casanova-Maron(DomatEms)09.aspx,graubunden,"Discussion about the digital strategy for the canton of Graubünden, focusing on broadband network infrastructure.",,Yes,No,No,,
https://www.gr.ch/DE/institutionen/parlament/PV/Seiten/20140423Holzinger-Loretz04.aspx,graubunden,The page discusses the implementation of the new Child and Adult Protection Law in Graubünden and poses questions to the government regarding its effectiveness.,,No,No,No,,
https://www.gr.ch/DE/institutionen/parlament/PV/Seiten/20130612DellaVedova13.aspx,graubunden,The page discusses a parliamentary inquiry regarding funding for a sporting event called SkyRace.,,No,No,No,,
https://www.gr.ch/DE/institutionen/parlament/PV/Seiten/20130610Rosa02.aspx,graubunden,The page discusses traffic congestion issues on the A13 highway in Misox and questions the government's role in managing the situation.,,No,No,No,,
https://www.gr.ch/DE/institutionen/parlament/PV/Seiten/20130212Michael(Donat)02.aspx,graubunden,Discusses the financial and logistical challenges posed by the migration of large predators in Graubünden.,,No,No,No,,
https://www.gr.ch/DE/institutionen/parlament/PV/Seiten/20121025Cavegn11.aspx,graubunden,"Discussion and proposal regarding the establishment of computer science schools (Informatikmittelschulen) in the Canton of Graubünden, Switzerland, emphasizing the need for qualified IT professionals and considering the creation of a new IT campus.",,Yes,No,No,,
https://www.gr.ch/DE/institutionen/parlament/PV/Seiten/20091208Felix03.aspx,graubunden,"Discussion regarding stamp duty in the canton of Ticino on ASTRA contract works in the canton of Graubünden, exploring tax implications for Graubünden companies.",,No,No,No,,
https://www.gr.ch/DE/institutionen/parlament/PV/Seiten/200804Thoeny.aspx,graubunden,The page discusses the handling of hazardous substances in cooling systems in the Canton of Graubünden.,,No,No,No,,
https://wef.gr.ch/DE/dokumentation/gerichtsbe,graubunden,The page provides information on various court decisions related to the World Economic Forum (WEF) events in Davos.,,No,No,No,,
https://raetischesmuseum.gr.ch/Seiten/Impressum.aspx,graubunden,Legal and technical information about the Rätisches Museum's website.,,No,No,No,,
https://raetischesmuseum.gr.ch/de/sammlung/objektdesmonats/Seiten/odm_oktober_Speichertelefon.aspx,graubunden,"The page discusses the ""Habimat HT 90,"" a telephone-computer hybrid from 1983, highlighting its features and significance.",,No,No,No,,
https://raetischesmuseum.gr.ch/de/sammlung/objektdesmonats/Seiten/odm_maerz_23_rettungsschlitten.aspx,graubunden,Page about a museum exhibit featuring a rescue sled.,,No,No,No,,
https://raetischesmuseum.gr.ch/de/angebot/veranstaltungen/Seiten/Tag-der-Arch%C3%A4ologie-2023.aspx,graubunden,Discusses an event focused on medieval craftsmanship and archaeology.,,No,No,No,,
https://kunstmuseum.gr.ch/Seiten/Footer-EN.aspx,graubunden,"The page serves as a footer for the Bündner Kunstmuseum website, providing contact information and operational hours.",,No,No,No,,
https://kunstmuseum.gr.ch/de/Sammlung/stiftung-buendner-kunstsammlung,graubunden,About an art collection,,No,No,No,,
https://kunstmuseum.gr.ch/de/Sammlung/Seiten/Provenienzforschung.aspx,graubunden,Page about provenance research at the Bündner Kunstmuseum.,,No,No,No,,
https://kunstmuseum.gr.ch/de/Sammlung/Seiten/Provenienz%20Angelika%20Kauffmann.aspx,graubunden,,,No,No,No,,
https://kunstmuseum.gr.ch/de/Sammlung/Seiten/Provenienz-E.L.-Kirchner.aspx,graubunden,"The page discusses the provenance of 19 works by Ernst Ludwig Kirchner, focusing on the complex history of their ownership and potential issues related to art provenance.",,No,No,No,,
https://kunstmuseum.gr.ch/de/Sammlung/Highlights/Seiten/Weggenmann.aspx,graubunden,"Discusses the works of Angelika Kauffmann, a significant European artist, in the Bündner Kunstmuseum.",,No,No,No,,
https://kunstmuseum.gr.ch/de/Sammlung/Highlights/Seiten/Olaf-Holzapfel.aspx,graubunden,"The page features the artwork ""Pyramide"" by Olaf Holzapfel, discussing its themes and materials.",,No,No,No,,
https://kunstmuseum.gr.ch/de/Sammlung/Highlights/Seiten/Giacometti-Muottas-Muragl.aspx,graubunden,Page about the artwork 'Panorama von Muottas Muragl' by Giovanni Giacometti.,,No,No,No,,
https://kunstmuseum.gr.ch/de/Sammlung/Highlights/Seiten/giacometti_Im-Atelier.aspx,graubunden,"A description of the artwork ""Im Atelier"" by Augusto Giacometti, including details about the artist's life, work, and the specific painting.",,No,No,No,,
https://kunstmuseum.gr.ch/de/Sammlung/Highlights/Seiten/Fehr-Fanfare.aspx,graubunden,Page highlighting the artwork 'Fanfare' by Fehr.,,No,No,No,,
https://kunstmuseum.gr.ch/de/Sammlung/Highlights/fotografie,graubunden,Page highlighting the photography collection at the museum.,,No,No,No,,
https://kunstmuseum.gr.ch/de/Sammlung/Highlights/familie-giacometti,graubunden,,,No,No,No,,
https://kunstmuseum.gr.ch/de/Sammlung/Highlights/expressionismus,graubunden,"The page highlights the Expressionism collection at the Bündner Kunstmuseum, focusing on Ernst Ludwig Kirchner and other artists who contributed to the movement. It describes the characteristics and themes of Expressionism.",,No,No,No,,
https://kunstmuseum.gr.ch/de/Sammlung/Highlights/buendner-kunst,graubunden,Page about art highlights in the Bündner Kunstmuseum.,,No,No,No,,
https://kunstmuseum.gr.ch/de/Sammlung/Highlights/angelika-kauffmann,graubunden,"Focuses on the works of Angelika Kauffmann, an 18th-century artist.",,No,No,No,,
https://kunstmuseum.gr.ch/de/Sammlung/geschichte,graubunden,Page about the history of the Bündner Kunstmuseum's collection.,,No,No,No,,
https://kunstmuseum.gr.ch/de/Sammlung,graubunden,,,No,No,No,,
https://kunstmuseum.gr.ch/de/museum/team/Seiten/Nino-Tempini.aspx,graubunden,"Contact information for Nino Tempini, a member of the museum's technical team.",,No,No,No,,
https://kunstmuseum.gr.ch/de/museum/Seiten/Villa-Garbald.aspx,graubunden,"Discusses the Villa Garbald as a venue for art installations and exhibitions, particularly focusing on the works of Roman Signer.",,No,No,No,,
https://kunstmuseum.gr.ch/de/museum/Seiten/Partner.aspx,graubunden,Page about the partners of the Bündner Kunstmuseum.,,No,No,No,,
https://kunstmuseum.gr.ch/de/museum/Seiten/Leitbild%20und%20Jahresberichte.aspx,graubunden,"Page containing the mission statement and annual reports of the Bündner Kunstmuseum Chur, along with information about upcoming events and exhibitions.",,No,No,No,,
https://kunstmuseum.gr.ch/de/museum/Seiten/Architektur.aspx,graubunden,Discusses the architecture and renovation of the Bündner Kunstmuseum.,,No,No,No,,
https://kunstmuseum.gr.ch/de/museum/Seiten/Amt-fuer-Kultur.aspx,graubunden,Page about the Amt für Kultur and its role in operating museums in Graubünden.,,No,No,No,,
https://kunstmuseum.gr.ch/de/museum/100jahre/Seiten/Testimonial-Kornfeld.aspx,graubunden,Testimonial about the Bündner Kunstmuseum by Eberhard W. Kornfeld.,,No,No,No,,
https://kunstmuseum.gr.ch/de/museum/100jahre/Seiten/Testimonial_06_GKB_Vincenz.aspx,graubunden,Page about a testimonial related to the 100-year anniversary of the Bündner Kunstmuseum.,,No,No,No,,
https://kunstmuseum.gr.ch/de/museum/100jahre/Seiten/Testimonial_05_Rhb-Fasciati.aspx,graubunden,"Testimonial by Dr. Renato Fasciati, Director of Rhätische Bahn AG, celebrating the 100-year anniversary of the Bündner Kunstmuseum, highlighting the collaboration between the museum and the Rhätische Bahn.",,No,No,No,,
https://kunstmuseum.gr.ch/de/museum/100jahre/Seiten/Not-Vital-Testimonial.aspx,graubunden,Page featuring a testimonial by artist Not Vital on the museum's 100th anniversary.,,No,No,No,,
https://kunstmuseum.gr.ch/de/museum/100jahre,graubunden,Testimonials celebrating the 100-year anniversary of the Bündner Kunstmuseum.,,No,No,No,,
https://kunstmuseum.gr.ch/de/museum,graubunden,Provides the history and details of the Bündner Kunstmuseum in Graubünden.,,No,No,No,,
https://kunstmuseum.gr.ch/de/info/testimonials/Seiten/Testimonial-Vincenz.aspx,graubunden,"Testimonial by Martin Vincenz, CEO of Graubünden Ferien, praising the Bündner Kunstmuseum.",,No,No,No,,
https://kunstmuseum.gr.ch/de/info/testimonials/Seiten/Kim-Bucher-Testimonial.aspx,graubunden,"Testimonial from Kim Bauer, discussing her experiences with the Bündner Kunstmuseum and its impact on her understanding of local art.",,No,No,No,,
https://kunstmuseum.gr.ch/de/info/news/Seiten/SterneKatalog.aspx,graubunden,"The page promotes a catalog for an exhibition dedicated to Alberto Giacometti's early works, available in the museum shop and online.",,No,No,No,,
https://kunstmuseum.gr.ch/de/info/news/Seiten/RIBA-Architekturpreis.aspx,graubunden,"The page announces the Bündner Kunstmuseum in Chur receiving the ""RIBA Award for International Excellence"" from the Royal Institute of British Architects, recognizing the architectural ambition and execution of the building.",,No,No,No,,
https://kunstmuseum.gr.ch/de/info/news/Seiten/NewletterAnmeldung.aspx,graubunden,The page allows users to sign up for the Bündner Kunstmuseum newsletter to stay informed about the museum's programs.,,No,No,No,,
https://kunstmuseum.gr.ch/de/info/news/Seiten/Katalog-LandLiebe.aspx,graubunden,"The page announces the release of an artist's book titled ""Markus Müller. Rauch"" in conjunction with the exhibition ""Markus Müller. Im Umbau"" at the Bündner Kunstmuseum. The book, available in the museum shop, contains literary essays exploring the medium of sculpture in relation to its history and significance in society.",,No,No,No,,
https://kunstmuseum.gr.ch/de/info/news/Seiten/Ideenbox-f%C3%BCr-Schulen.aspx,graubunden,Information about an idea box for schools by Bündner Kunstmuseum.,,No,No,No,,
https://kunstmuseum.gr.ch/de/info/news/Seiten/F%C3%BChrung-Roth-Voss.aspx,graubunden,404 page,,No,No,No,,
https://kunstmuseum.gr.ch/de/info/news/Seiten/Erweiterung-Buendner-Kunstmuseum-Chur.aspx,graubunden,News about the expansion of the Bündner Kunstmuseum.,,No,No,No,,
https://kunstmuseum.gr.ch/de/info/news/Seiten/Buch-Semadeni.aspx,graubunden,The page discusses a publication related to the Manor Kunstpreis-Ausstellung featuring Linda Semadeni's drawings.,,No,No,No,,
https://kunstmuseum.gr.ch/de/info/news/Seiten/BKV-Preis-Titus.aspx,graubunden,"Announcement of Olga Titus receiving the Kunstpreis 2022, with details about her work and the award.",,No,No,No,,
https://kunstmuseum.gr.ch/de/info/news/Seiten/BKV-Kunstpreis-Todisco.aspx,graubunden,"The page announces Andrea Todisco receiving the Kunstpreis des Bündner Kunstvereins 2023, highlighting his work with natural elements and the significance of the award.",,No,No,No,,
https://kunstmuseum.gr.ch/de/info/news,graubunden,"The page provides news and updates related to the Bündner Kunstmuseum, including awards and upcoming exhibitions.",,No,No,No,,
https://kunstmuseum.gr.ch/de/info/extras/Seiten/Newsletter-Abo.aspx,graubunden,Newsletter subscription page for Bündner Kunstmuseum.,,No,No,No,,
https://kunstmuseum.gr.ch/de/info/allgemein,graubunden,"The page provides the imprint and general information about the Bündner Kunstmuseum, including copyright notices and disclaimers.",,No,No,No,,
https://kunstmuseum.gr.ch/de/info,graubunden,Placeholder text (Lorem Ipsum) is present on the page.,,No,No,No,,
https://kunstmuseum.gr.ch/de/foerdern/partnerschaft,graubunden,"The page outlines the philosophy of partnership at the Bündner Kunstmuseum, emphasizing the importance of exchange, communication, and collaboration with partners. It describes art as a social event and a catalyst for conversation, and provides contact information for partnership inquiries.",,No,No,No,,
https://kunstmuseum.gr.ch/de/foerdern/buendner-kunstverein,graubunden,Page about becoming a member of the Bündner Kunstverein.,,No,No,No,,
https://kunstmuseum.gr.ch/de/erleben/schulen/Seiten/Projekte.aspx,graubunden,The page discusses a special art project offer for school students in collaboration with artists.,,No,No,No,,
https://kunstmuseum.gr.ch/de/erleben/schulen/Seiten/Materialien.aspx,graubunden,"The page offers educational materials for school visits to the Bündner Kunstmuseum, including guides on various artists and themes.",,No,No,No,,
https://kunstmuseum.gr.ch/de/erleben/schulen/Seiten/Kunsth%C3%A4ppchen.aspx,graubunden,,,No,No,No,,
https://kunstmuseum.gr.ch/de/erleben/schulen,graubunden,"Information about the educational programs, workshops, and resources offered by the Bündner Kunstmuseum Chur for schools, including details on exhibitions, guided tours, and materials for teachers.",,No,No,No,,
https://kunstmuseum.gr.ch/de/erleben/kinder-und-familien/Seiten/Atelier-rumantsch.aspx,graubunden,"Information about the ""Atelier rumantsch"" program at the Bündner Kunstmuseum Chur, offering art experiences in the Romansh language for children.",,No,No,No,,
https://kunstmuseum.gr.ch/de/erleben/kinder-und-familien/Seiten/Atelier-italiano.aspx,graubunden,"Unable to retrieve content, but the URL suggests it is related to an Italian art workshop for children and families.",,No,No,No,,
https://kunstmuseum.gr.ch/de/erleben/jugendliche/Seiten/Angebote%20f%C3%BCr%20Jugendliche.aspx,graubunden,Content not available.,,No,No,No,,
https://kunstmuseum.gr.ch/de/erleben/ihr-anlass,graubunden,Discusses private events and workshops at the Bündner Kunstmuseum Chur.,,No,No,No,,
https://kunstmuseum.gr.ch/de/erleben/erwachsene/Seiten/Kunst-am-Mittag.aspx,graubunden,Page about a program offering art insights during lunchtime at the Bündner Kunstmuseum.,,No,No,No,,
https://kunstmuseum.gr.ch/de/erleben/erwachsene,graubunden,"Information about various events and activities for adults at the Bündner Kunstmuseum Chur, including public tours, vernissages, and special lunchtime art experiences.",,No,No,No,,
https://kunstmuseum.gr.ch/de/digital/virtueller3Drundgang,graubunden,"The page offers a virtual 3D tour of the Villa Planta and the extension building, including the museum café and park area around the Bündner Kunstmuseum.",,No,No,No,,
https://kunstmuseum.gr.ch/de/digital/sammlungskatalog/Seiten/Start.aspx,graubunden,"The page is about the collection catalog of the Bündner Kunstmuseum, featuring over 10,000 works in various art forms from the 17th century to the present.",,No,No,No,,
https://kunstmuseum.gr.ch/de/digital/newsletter/Seiten/Start.aspx,graubunden,"The page provides information about the Bündner Kunstmuseum's newsletter, which offers regular updates on the museum's program, events, and new art books.",,No,No,No,,
https://kunstmuseum.gr.ch/de/digital,graubunden,"The page discusses digital offerings of the Bündner Kunstmuseum, including a virtual 3D tour and audioguides for exhibitions.",,No,No,No,,
https://kunstmuseum.gr.ch/de/besuch/gruppen/Seiten/Schulen.aspx,graubunden,The page provides information on guided tours offered for schools and kindergartens at the Bündner Kunstmuseum.,,No,No,No,,
https://kunstmuseum.gr.ch/de/besuch/gruppen/Seiten/Besuch-als-Gruppe.aspx,graubunden,Provides information on group visits to the Bündner Kunstmuseum.,,No,No,No,,
https://kunstmuseum.gr.ch/de/besuch/cafe/Seiten/Caf%C3%A9.aspx,graubunden,"Information about the Museumscafé in Villa Planta, including its offerings, opening hours, and contact details.",,No,No,No,,
https://kunstmuseum.gr.ch/de/besuch/besucherinfo/Seiten/Oeffnungszeiten.aspx,graubunden,Page about museum opening hours.,,No,No,No,,
https://kunstmuseum.gr.ch/de/besuch/besucherinfo/Seiten/Menschen-mit-Behinderung.aspx,graubunden,Information about accessibility for people with disabilities at the Bündner Kunstmuseum.,,No,No,No,,
https://kunstmuseum.gr.ch/de/besuch/besucherinfo/Seiten/Eintrittspreise.aspx,graubunden,"The page provides information about the admission prices for the Bündner Kunstmuseum, including different rates for adults, students, children, and groups, as well as conditions for free entry.",,No,No,No,,
https://kunstmuseum.gr.ch/de/besuch/besucherinfo/Seiten/Anreise.aspx,graubunden,"Visitor information for Bündner Kunstmuseum, including how to get there.",,No,No,No,,
https://kunstmuseum.gr.ch/de/besuch/anleitung-museumsbesuch,graubunden,Provides guidelines for museum visitors.,,No,No,No,,
https://kunstmuseum.gr.ch/de/besuch,graubunden,Unable to retrieve content from the page.,,No,No,No,,
https://kunstmuseum.gr.ch/de/ausstellungen/vorschau/Seiten/Alberto-Giacometti.aspx,graubunden,404 page,,No,No,No,,
https://kunstmuseum.gr.ch/de/ausstellungen/archiv/2023/Seiten/Vom-Wert-der-Kunst.aspx,graubunden,The page discusses an exhibition exploring the complex relationship between art and value.,,No,No,No,,
https://kunstmuseum.gr.ch/de/ausstellungen/archiv/2022/Seiten/Wolfgang-Laib.aspx,graubunden,"Details an exhibition by artist Wolfgang Laib, focusing on his relationship with nature and Eastern philosophies.",,No,No,No,,
https://kunstmuseum.gr.ch/de/ausstellungen/archiv/2022/Seiten/Venedigsche-Sterne.aspx,graubunden,Discusses an exhibition focusing on the art and tradition of embroidery in Graubünden.,,No,No,No,,
https://kunstmuseum.gr.ch/de/ausstellungen/archiv/2022/Seiten/Ursula-Palla.aspx,graubunden,"The page is about an exhibition featuring the works of Ursula Palla, focusing on her video and room installations that explore the fragility of nature and wildlife.",,No,No,No,,
https://kunstmuseum.gr.ch/de/ausstellungen/archiv/2022/Seiten/Sockelgeschichten.aspx,graubunden,"Details an exhibition focusing on the theme of sculpture, featuring works from various artists that explore the concept in diverse ways.",,No,No,No,,
https://kunstmuseum.gr.ch/de/ausstellungen/archiv/2022/Seiten/Scherer-Hermann.aspx,graubunden,Page about an art exhibition by Hermann Scherer.,,No,No,No,,
https://kunstmuseum.gr.ch/de/ausstellungen/archiv/2022/Seiten/Olga-Titus-Preis%20BKV%2022.aspx,graubunden,"The page presents an exhibition by Olga Titus, the winner of the Bündner Kunstverein's fourth art prize, showcasing her works that explore identity and cultural influences through various mediums including digital collages.",,No,No,No,,
https://kunstmuseum.gr.ch/de/ausstellungen/archiv/2022/Seiten/Markus-M%C3%BCller.aspx,graubunden,"The page discusses an exhibition by Markus Müller, focusing on the potential of remodeling and the significance of transitions and intermediate spaces.",,No,No,No,,
https://kunstmuseum.gr.ch/de/ausstellungen/archiv/2022/Seiten/La-stanza-e-la-strada.aspx,graubunden,"Details of the exhibition ""La stanza e la strada"" featuring works by Zoran Music and Norbert Möslang, held from 27.08.2022 to 13.11.2022. The exhibition includes a reconstruction of a room painted by Music, combined with a sound installation by Möslang, exploring the interplay between interior and exterior spaces.",,No,No,No,,
https://kunstmuseum.gr.ch/de/ausstellungen/archiv/2022/Seiten/Jahresausstellung%202022.aspx,graubunden,Discusses an annual exhibition of artists in Graubünden.,,No,No,No,,
https://kunstmuseum.gr.ch/de/ausstellungen/archiv/2022/Seiten/Grafik-Expressionismus.aspx,graubunden,The page discusses an exhibition on Expressionist graphic art.,,No,No,No,,
https://kunstmuseum.gr.ch/de/ausstellungen/archiv/2022/Seiten/Angelika-Kauffmann.aspx,graubunden,"The page details an exhibition at the Bündner Kunstmuseum dedicated to Angelika Kauffmann, a prominent European artist, featuring works donated by Dr. Johannes Fulda.",,No,No,No,,
https://kunstmuseum.gr.ch/de/ausstellungen/archiv/2022,graubunden,"The page lists the exhibitions scheduled for 2022 at the Bündner Kunstmuseum, including works by various artists and thematic collections.",,No,No,No,,
https://kunstmuseum.gr.ch/de/ausstellungen/archiv/2021/Seiten/Zilla-Leutenegger.aspx,graubunden,Page about an art exhibition featuring Zilla Leutenegger.,,No,No,No,,
https://kunstmuseum.gr.ch/de/ausstellungen/archiv/2021/Seiten/Serie-und-Variation.aspx,graubunden,Archive of 2021 exhibitions at Bündner Kunstmuseum.,,No,No,No,,
https://kunstmuseum.gr.ch/de/ausstellungen/archiv/2021/Seiten/Pascal%20Lampert.aspx,graubunden,About an art exhibition,,No,No,No,,
https://kunstmuseum.gr.ch/de/ausstellungen/archiv/2021/Seiten/Olaf-Holzapfel.aspx,graubunden,,,No,No,No,,
https://kunstmuseum.gr.ch/de/ausstellungen/archiv/2021/Seiten/LandLiebe.aspx,graubunden,Page about an art exhibition titled 'LandLiebe'.,,No,No,No,,
https://kunstmuseum.gr.ch/de/ausstellungen/archiv/2021/Seiten/Jahresausstellung-2021.aspx,graubunden,"Highlights the annual exhibition of artists from Graubünden, held from December 2021 to January 2022.",,No,No,No,,
https://kunstmuseum.gr.ch/de/ausstellungen/archiv/2021/Seiten/GiacomettiPanoramen.aspx,graubunden,Page about an art exhibition at the Bündner Kunstmuseum.,,No,No,No,,
https://kunstmuseum.gr.ch/de/ausstellungen/archiv/2021/Seiten/Corsin-Fontana.aspx,graubunden,"The page highlights an exhibition by Corsin Fontana at the Bündner Kunstmuseum, focusing on his works from the last ten years, characterized by simplification and reduction, and his collection of North African music.",,No,No,No,,
https://kunstmuseum.gr.ch/de/ausstellungen/archiv/2021/Seiten/Camillo-Paravicini.aspx,graubunden,"The page discusses an exhibition featuring the works of Camillo Paravicini, focusing on his approach to art.",,No,No,No,,
https://kunstmuseum.gr.ch/de/ausstellungen/archiv/2020/Seiten/Willy-Reber.aspx,graubunden,"The page is about an exhibition dedicated to the artist Willy Reber, discussing his life and artistic contributions.",,No,No,No,,
https://kunstmuseum.gr.ch/de/ausstellungen/archiv/2020/Seiten/Ludovica-Carbotta.%20Die-Telamonen.aspx,graubunden,"The page discusses an exhibition by Ludovica Carbotta, focusing on sculptures inspired by the concept of family.",,No,No,No,,
https://kunstmuseum.gr.ch/de/ausstellungen/archiv/2020/Seiten/Jahresausstellung%202020.aspx,graubunden,,,No,No,No,,
https://kunstmuseum.gr.ch/de/ausstellungen/archiv/2020/Seiten/fr%C3%B6licher-JA-2020.aspx,graubunden,Discusses an art installation by frölicher | bietenhader that explores the instability of technology.,,No,No,No,,
https://kunstmuseum.gr.ch/de/ausstellungen/archiv/2020/Seiten/Erica-Pedretti.-Fremd-genug.aspx,graubunden,,,No,No,No,,
https://kunstmuseum.gr.ch/de/ausstellungen/archiv/2020/Seiten/Dance%20Me%20to%20the%20End%20of%20Love.%20Ein%20Totentanz.aspx,graubunden,Discusses an art exhibition focused on the themes of love and death.,,No,No,No,,
https://kunstmuseum.gr.ch/de/ausstellungen/archiv/2020/Seiten/Als-wir-verschwanden.%20Vier%20Videoarbeiten.aspx,graubunden,"Details of an art exhibition titled ""Als wir verschwanden. Vier Videoarbeiten"" featuring video works that reflect on contemporary issues such as resource exploitation, refugee crises, and climate change.",,No,No,No,,
https://kunstmuseum.gr.ch/de/ausstellungen/archiv/2019/Seiten/Transversal.%20Landschaften%20aus%20der%20Sammlung.aspx,graubunden,Page about an art exhibition focused on landscapes.,,No,No,No,,
https://kunstmuseum.gr.ch/de/ausstellungen/archiv/2019/Seiten/Passion-Jagd.aspx,graubunden,,,No,No,No,,
https://kunstmuseum.gr.ch/de/ausstellungen/archiv/2019/Seiten/Martin%20Disler.aspx,graubunden,"Exhibition about Martin Disler's monumental painting, displayed at the Bündner Kunstmuseum.",,No,No,No,,
https://kunstmuseum.gr.ch/de/ausstellungen/archiv/2019/Seiten/Jahresausstellung-2019.aspx,graubunden,"The page highlights the annual exhibition of artists from Graubünden at the Bündner Kunstmuseum for the year 2019, showcasing contemporary art from the region and featuring the first winner of the Kunstpreis des Bündner Kunstvereins.",,No,No,No,,
https://kunstmuseum.gr.ch/de/ausstellungen/archiv/2019/Seiten/Flurina-Sokoll.%20In%20occasione%20della%20mostra%20annuale.aspx,graubunden,"Details an exhibition featuring the works of Flurina Sokoll, focusing on material culture and sustainability.",,No,No,No,,
https://kunstmuseum.gr.ch/de/ausstellungen/archiv/2019/Seiten/Flurin%20Bisig.%20Am%20Saum%20des%20Sinnes.aspx,graubunden,"The page presents an exhibition by Flurin Bisig at the Bündner Kunstmuseum, showcasing his sculptural works made from corrugated iron and marble, as well as his series of colored paper works.",,No,No,No,,
https://kunstmuseum.gr.ch/de/ausstellungen/archiv/2019/Seiten/Aus-der-Tiefe-der-Zeit.aspx,graubunden,The page details an art exhibition in Graubünden focused on art before 1530.,,No,No,No,,
https://kunstmuseum.gr.ch/de/ausstellungen/archiv/2019/Seiten/Andriu-Deplazes.aspx,graubunden,Page about an art exhibition by Andriu Deplazes in 2019.,,No,No,No,,
https://kunstmuseum.gr.ch/de/ausstellungen/archiv/2019,graubunden,Lists various art exhibitions for the year 2019.,,No,No,No,,
https://kunstmuseum.gr.ch/de/ausstellungen/archiv/2018/Seiten/Trachsel_18.aspx,graubunden,,,No,No,No,,
https://kunstmuseum.gr.ch/de/ausstellungen/archiv/2018/Seiten/Sara-Mas%C3%BCger.aspx,graubunden,Details an exhibition by Sara Masüger at the Bündner Kunstmuseum.,,No,No,No,,
https://kunstmuseum.gr.ch/de/ausstellungen/archiv/2018/Seiten/Jahresausstellung-2018.aspx,graubunden,"The page highlights the annual exhibition of artists from Graubünden at the Bündner Kunstmuseum, providing an overview of contemporary art from the region.",,No,No,No,,
"https://kunstmuseum.gr.ch/de/ausstellungen/archiv/2018/Seiten/Immer-anders,-immer-gleich.aspx",graubunden,"Discusses the exhibition 'Immer anders, immer gleich'.",,No,No,No,,
https://kunstmuseum.gr.ch/de/ausstellungen/archiv/2018/Seiten/Gaudenz-Signorell-2018.aspx,graubunden,Page about an art exhibition by Gaudenz Signorell in 2018.,,No,No,No,,
https://kunstmuseum.gr.ch/de/ausstellungen/archiv/2018/Seiten/Fokus-GRafik.aspx,graubunden,"The page details an exhibition titled ""Fokus GRafik"" at the Bündner Kunstmuseum, showcasing works on paper by artists from the Canton of Graubünden.",,No,No,No,,
https://kunstmuseum.gr.ch/de/ausstellungen/archiv/2018/Seiten/Daniel-Schwartz.aspx,graubunden,"The page details an exhibition by photographer Daniel Schwartz, focusing on glaciers and climate change, presented in a documentary style.",,No,No,No,,
https://kunstmuseum.gr.ch/de/ausstellungen/archiv/2017/Seiten/Not-Vital.aspx,graubunden,,,No,No,No,,
